,  Job No.,Date Received Cust. PO,Customer,EOG & STSB PO,Customer PO,Items,Selling Price Currency,Selling Price,Customer Terms,Inspection Report    No.,Sales Order Ack.,Customer Expected Date,Goods Ready Date,Inv. Date,Exact Inv.,Exact DO.,EOG & STSB DO.,Service Report,Sales Person,Exact PO Date,PO Faxed Out Date,Exact PO No.,Principal / Suppliers,Code,Currency, Buying Price ,Principal / Supplier Terms,Principal / Supplier Order Ack.,Schedule Ship Date,Principal / Supplier Actual Ship Date,Principal / Supplier Invoice No.,Payment to Principal / Supplier Date,AWB No.,Goods Received Date,Duty & Tax RM,Freight Cost RM,Remarks,Total Job,Delivery Schedule Not Met,Purchasing Objective 1,Principal / Supplier Delivery Objectives,Purchasing Objectives Overdue Days,Project ,Date of Approval Drawing,Purchasing Objective 2,Malaysia Holidays,Description
C,0191-16-ST Joseph,22-Feb-16,Sedia Teguh Sdn Bhd (Sarawak Shell Berhad-ST Joseph),,,,RM,,30 Days,IR0191/16-ST Joseph ,SO0191/16-ST Joseph ,,,,,,-,-,rahimah,,,,,,,,,,,,,,,,,,,0,0,0,0,-30297,0,0,0 ,,
C,0191-16-Jintan,22-Feb-16,Sedia Teguh Sdn Bhd (Shell Oil & Gas Malaysia LLC-Jintan) ,5408/2016,4512600747,"2016 Gas Detector Monthly Rental (RM6,361.20)",,,,IR0191/16-Jintan,SO0191/16-Jintan,,,,,,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30297,0,0,0 ,,
C,0191-16-Jintan,22-Feb-16,Sedia Teguh Sdn Bhd (Shell Oil & Gas Malaysia LLC-Jintan) ,,,Rental Month - Jan'16,RM," 1,590.30 ",30 Days,IR0191/16-Jintan,SO0191/16-Jintan,9-Mar-16,9-Mar-16,9-Mar-16,10810,,-,-,rahimah,,,,,,,,,,,,,,,,,,,0,0,0,0,-30297,0,0,0 ,,
C,0191-16-Jintan,22-Feb-16,Sedia Teguh Sdn Bhd (Shell Oil & Gas Malaysia LLC-Jintan) ,,,Rental Month - Feb'16,RM," 1,590.30 ",30 Days,IR0191/16-Jintan,SO0191/16-Jintan,9-Mar-16,9-Mar-16,9-Mar-16,10811,,-,-,rahimah,,,,,,,,,,,,,,,,,,,0,0,0,0,-30297,0,0,0 ,,
C,0191-16-Jintan,22-Feb-16,Sedia Teguh Sdn Bhd (Shell Oil & Gas Malaysia LLC-Jintan) ,,,Rental Month - 1 Mar'16 - 21 Mar'16,RM," 1,077.09 ",30 Days,IR0191/16-Jintan,SO0191/16-Jintan,4-May-16,4-May-16,4-May-16,11060,,-,-,rahimah,,,,,,,,,,,,,,,,,,,0,0,0,0,-30297,0,0,0 ,,
C,0191-16-Jintan,22-Feb-16,Sedia Teguh Sdn Bhd (Shell Oil & Gas Malaysia LLC-Jintan) ,,,,RM,,30 Days,IR0191/16-Jintan,SO0191/16-Jintan,,,,,,-,-,rahimah,,,,,,,,,,,,,,,,,,,0,0,0,0,-30297,0,0,0 ,,
C,0191-16-Jintan,22-Feb-16,Sedia Teguh Sdn Bhd (Shell Oil & Gas Malaysia LLC-Jintan) ,,,,RM,,30 Days,IR0191/16-Jintan,SO0191/16-Jintan,,,,,,-,-,rahimah,,,,,,,,,,,,,,,,,,,0,0,0,0,-30297,0,0,0 ,,
C,0191-16-Jintan,22-Feb-16,Sedia Teguh Sdn Bhd (Shell Oil & Gas Malaysia LLC-Jintan) ,,,,RM,,30 Days,IR0191/16-Jintan,SO0191/16-Jintan,,,,,,-,-,rahimah,,,,,,,,,,,,,,,,,,,0,0,0,0,-30297,0,0,0 ,,
C,0191-16-South Furious,5-Apr-16,Sedia Teguh Sdn Bhd (Sabah Shell Petroleum Company Limited-South Furious) ,,4512589479,"2016 Gas Detector Monthly Rental (RM13,545.00)",,,,IR0191/16-South Furious,SO0191/16-South Furious,,,,,,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30328,0,0,0 ,,
C,0191-16-South Furious,5-Apr-16,Sedia Teguh Sdn Bhd (Sabah Shell Petroleum Company Limited-South Furious) ,,,Rental Month - Jan'16,RM,,30 Days,IR0191/16-South Furious,SO0191/16-South Furious,,,,,,-,-,rahimah,,,,,,,,,,,,,,,,,,,0,0,0,0,-30328,0,0,0 ,,
C,0191-16-South Furious,5-Apr-16,Sedia Teguh Sdn Bhd (Sabah Shell Petroleum Company Limited-South Furious) ,,,Rental Month - Feb'16,RM,,30 Days,IR0191/16-South Furious,SO0191/16-South Furious,,,,,,-,-,rahimah,,,,,,,,,,,,,,,,,,,0,0,0,0,-30328,0,0,0 ,,
C,0191-16-South Furious,5-Apr-16,Sedia Teguh Sdn Bhd (Sabah Shell Petroleum Company Limited-South Furious) ,,,Rental Month - Mar'16,RM,,30 Days,IR0191/16-South Furious,SO0191/16-South Furious,,,,,,-,-,rahimah,,,,,,,,,,,,,,,,,,,0,0,0,0,-30328,0,0,0 ,,
C,0191-16-South Furious,5-Apr-16,Sedia Teguh Sdn Bhd (Sabah Shell Petroleum Company Limited-South Furious) ,5646/2016,4512664538,"2016 Gas Detector Monthly Rental (RM44,021.25)",,,,IR0191/16-South Furious,SO0191/16-South Furious,,,,,,,,rahimah,,,,,,,,,,,,,,,,,,,0,0,0,0,-30328,0,0,0 ,,
C,0191-16-South Furious,5-Apr-16,Sedia Teguh Sdn Bhd (Sabah Shell Petroleum Company Limited-South Furious) ,,,,,,,IR0191/16-South Furious,SO0191/16-South Furious,,,,,,,,rahimah,,,,,,,,,,,,,,,,,,,0,0,0,0,-30328,0,0,0 ,,
C,0191-16-South Furious,5-Apr-16,Sedia Teguh Sdn Bhd (Sabah Shell Petroleum Company Limited-South Furious) ,,,,,,,IR0191/16-South Furious,SO0191/16-South Furious,,,,,,,,rahimah,,,,,,,,,,,,,,,,,,,0,0,0,0,-30328,0,0,0 ,,
C,0191-16-Barton Mini ,5-Apr-16,Sedia Teguh Sdn Bhd (Sabah Shell Petroleum Company Limited-Barton Mini) ,5698/2016,4512589480,"2016 Gas Detector Monthly Rental (RM2,879.28)",,,,,,,,,,,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30328,0,0,0 ,,
C,0191-16-Barton Mini,5-Apr-16,Sedia Teguh Sdn Bhd (Sabah Shell Petroleum Company Limited-Barton Mini) ,,,Rental Month - Jan'16,RM," 4,252.89 ",30 Days ,IR0191/16-Barton Mini,SO0191/16-Barton Mini ,2-Jun-16,2-Jun-16,2-Jun-16,11193,,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30328,0,0,0 ,,
C,0191-16-Barton Mini,5-Apr-16,Sedia Teguh Sdn Bhd (Sabah Shell Petroleum Company Limited-Barton Mini) ,,,Rental Month - Feb'16,RM," 4,252.89 ",30 Days,IR0191/16-Barton Mini,SO0191/16-Barton Mini ,2-Jun-16,2-Jun-16,2-Jun-16,11195,,-,-,rahimah,,,,,,,,,,,,,,,,,,,0,0,0,0,-30328,0,0,0 ,,
C,0191-16-Barton Mini,5-Apr-16,Sedia Teguh Sdn Bhd (Sabah Shell Petroleum Company Limited-Barton Mini) ,,,Rental Month - 1st Mar'16 - 21st Mar'16,RM," 2,879.29 ",30 Days ,IR0191/16-Barton Mini,SO0191/16-Barton Mini ,2-Jun-16,2-Jun-16,2-Jun-16,11196,,-,-,rahimah,,,,,,,,,,,,,,,,,,,0,0,0,0,-30328,0,0,0 ,,
C,0191-16-Barton Mini,5-Apr-16,Sedia Teguh Sdn Bhd (Sabah Shell Petroleum Company Limited-Barton Mini) ,5645/2016,4512664537,"2016 Gas Detector Monthly Rental (RM44,586.75)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-30328,0,0,0 ,,
C,0191-16-Barton Mini,5-Apr-16,Sedia Teguh Sdn Bhd (Sabah Shell Petroleum Company Limited-Barton Mini) ,,,Rental Month - 22nd Mar'16 - 31st Mar'16,RM," 4,219.89 ",30 Days ,IR0191/16-Barton Mini,SO0191/16-Barton Mini ,2-Jun-16,2-Jun-16,2-Jun-16,11197,,-,-,rahimah,,,,,,,,,,,,,,,,,,,0,0,0,0,-30328,0,0,0 ,,
C,0191-16-Barton Mini ,5-Apr-16,Sedia Teguh Sdn Bhd (Sabah Shell Petroleum Company Limited-Barton Mini) ,,,,RM,,30 Days,IR0191/16-Barton Mini,SO0191/16-Barton Mini ,,,,,,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30328,0,0,0 ,,
L,0192/16,22-Feb-16,BMS Safety Sdn Bhd ,-,00034317,Calibration charges for GasAlertMax XT II ,RM, 255.00 ,30 Days,IR0192/16,SO0192/16,9-Mar-16,9-Mar-16,9-Mar-16,10809,10809,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30297,0,0,0 ,,
L,0193/16,22-Feb-16,Mset Engineering Corporation Sdn Bhd ,-,MSETe2016-0043,"Calibration chargesfor GasAlertMax XT II, Replacement Hydrophobic Pump Filter, Replacement Particulate Pump Filter ",RM , 460.00 ,COD,IR0193/16,SO0193/16,25-Feb-16,25-Feb-16,25-Feb-16,10723,,-,-,hafiz,,,,,,,,,,,,,,,,,,,1,0,0,0,-30297,0,0,0 ,,
L,0194/16,22-Feb-16,Sime Darby Plantation Sdn Bhd ,-,4501733583,Calibration charges for GasAlertMicro5 ,RM, 450.00 ,30 Days,IR0194/16,SO0194/16,23-Feb-16,23-Feb-16,23-Feb-16,10704,10704,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30297,0,0,0 ,,
L,0195/16,22-Feb-16,Enotek Engineering Sdn Bhd ,-,E11208,"Calibration charges for GasAlertMicroClip XT, Replacement Oxygen Sensor ",RM," 1,230.00 ",COD,IR0195/16,SO0195/16,23-Feb-16,23-Feb-16,23-Feb-16,10701,10701,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30297,0,0,0 ,,
T,0196/16,22-Feb-16,Cekal Environmental Services ,-,PO 0145B ,Bacharach - Replacement Oxygen Sensor ,RM," 1,300.00 ",COD,IR0196/16,SO0196/16,23-Feb-16,23-Feb-16,23-Feb-16,10698,10698,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30297,0,0,0 ,,
L,0197/16,22-Feb-16,Karisma System Sdn Bhd,-,Verbal ,Calibration charges for GasAlertMicroClip XT ,RM, 300.00 ,COD,IR0197/16,SO0197/16,22-Feb-16,22-Feb-16,22-Feb-16,10695,10695,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30297,0,0,0 ,,
T,0198/16,22-Feb-16,Misc Berhad (Bunga Mas Enam),-,BM6155240,Quad Gas Cylinder ,RM ," 2,450.00 ",30 Days,IR0198/16,SO0198/16,23-Feb-16,23-Feb-16,23-Feb-16,10699,10699,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30297,0,0,0 ,,
T,0199/16,22-Feb-16,PMI-Technology Sdn Bhd ,-,7028864,BW GasAlertMicroClip XL ,RM ," 5,130.00 ",COD,IR0199/16,SO0199/16,29-Feb-16,29-Feb-16,29-Feb-16,10746,10746,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30297,0,0,0 ,,
L,0200/16,22-Feb-16,Polyscientific Enterprise Sdn Bhd ,-,PO-P1009735,Calibration charges for GasAlertMicro 5,RM, 382.50 ,30 Days,IR0200/16,SO0200/16,26-Feb-16,26-Feb-16,26-Feb-16,10731,10731,-,-,zaid ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30297,0,0,0 ,,
T,0201/16,22-Feb-16,Jati Estetika Sdn Bhd ,-,Verbal ,BW GasAlertMax XT II ,RM ," 3,500.00 ",COD,IR0201/16,SO0201/16,4-Mar-16,22-Feb-16,22-Feb-16,10696,,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30297,0,0,0 ,,
T,0202/16,23-Feb-16,Gas Argon Sdn Bhd ,-,100073,Quad Gas Cylinder ,RM," 1,350.00 ",COD,IR0202/16,SO0202/16,25-Feb-16,24-Feb-16,24-Feb-16,10714,10714,-,-,rahimah ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30298,0,0,0 ,,
L,0203/16,23-Feb-16,Icon Ship Management Sdn Bhd ,-,TP2-16-0030-1,Calibration chargesfor Altair 5,RM, 300.00 ,30 Days,IR0203/16,SO0203/16,23-Feb-16,23-Feb-16,23-Feb-16,10697,10697,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30298,0,0,0 ,,
T,0204/16,23-Feb-16,Enotek Engineering Sdn Bhd ,-,E11207,BW GasAlertMicroClip XL ,RM ," 5,400.00 ",COD,IR0204/16,SO0204/16,29-Feb-16,25-Feb-16,25-Feb-16,10726,10726,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30298,0,0,0 ,,
T,0204/16,23-Feb-16,Enotek Engineering Sdn Bhd ,-,,,,,,,,29-Feb-16,29-Feb-16,29-Feb-16,10739,10739,-,-,rahimah,,,,,,,,,,,,,,,,,,,0,0,0,0,-30298,0,0,0 ,,
L,0205/16,23-Feb-16,Gusteam Corporation Sdn Bhd ,-,Verbal ,Calibration chargesfor GasAlertMicroClip XT ,RM, 300.00 ,COD,IR0205/16,SO0205/16,23-Feb-16,23-Feb-16,23-Feb-16,10703,,-,-,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30298,0,0,0 ,,
L,0206/16,23-Feb-16,Gusteam Corporation Sdn Bhd ,-,Verbal ,"Calibration chargesfor GasAlertMicroClip XT, Replacement Back Enclosure (Yellow), Replacement Quad Sensor Screen Filters",RM, 610.00 ,COD,IR0206/16,SO0206/16,23-Feb-16,23-Feb-16,23-Feb-16,10702,,-,-,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30298,0,0,0 ,,
L,0207/16,23-Feb-16,Tetrachem Enviro Sdn Bhd ,-,Verbal ,Calibration charges for GasAlertAlertMax XT II ,RM, 280.00 ,COD,IR0207/16,SO0207/16,23-Feb-16,23-Feb-16,23-Feb-16,10700,10700,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30298,0,0,0 ,,
L,0208/16,23-Feb-16,KH Koo & & LCL Enterpirse ,-,Verbal ,"Calibration charges for GasAlertMax XT II, Replacement Oxygen Sensor ",RM ," 1,150.00 ",COD,IR0208/16,SO0208/16,24-Feb-16,24-Feb-16,24-Feb-16,10711,10711,-,-,zaid ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30298,0,0,0 ,,
L,0209/16,23-Feb-16,Intestmal Corporation Sdn Bhd ,-,Verbal ,Calibration charges for GasAlertMicroClip XT,RM, 540.00 ,COD,IR0209/16,SO0209/16,24-Feb-16,24-Feb-16,24-Feb-16,10709,10709,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30298,0,0,0 ,,
T,0210/16,23-Feb-16,Exact Oil & Gas Sdn Bhd (Malaysian Refining Company Sdn Bhd) ,PO 009/16,4120136874,Procal-SO2 Analyzer ,RM," 3,441.00 ",30 Days,IR0210/16,SO0210/16,4-May-16,7-Apr-16,7-Apr-16,10940,,,,kevin,25-Feb-2016,25-Feb-2016,3571,Twin-Tek Singapore Pte Ltd ,Procal ,GBP , 161.00 ,30 Days,-,31-Mar-16,31-Mar-16,,,FEDEX#8039 4605 4203,4-Apr-16,39.5,31.46,,1,0,0,0,3,0,0,0 ,,
L,0211/16,24-Feb-16,Sealink Sdn Bhd ,-,SSPO1602/161,Calibration charges for BW GasAlertMax XT II ,RM , 520.00 ,30 Days,IR0211/16,SO0211/16,24-Feb-16,24-Feb-16,24-Feb-16,10708,10708,-,-,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30299,0,0,0 ,,
T,0212/16,24-Feb-16,Safehouse Sdn Bhd ,-,SHHMY-PO-016-160223-EXACT,"Replacement LCD kit for GasAlertMicroClip XL, Replacement main PCB with battery for GasAlertMicroClip XL ",RM ," 1,195.00 ",COD,IR0212/16,SO0212/16,3-Mar-16,3-Mar-16,3-Mar-16,10775,10775,-,-,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30299,0,0,0 ,,
T,0213/16,24-Feb-16,Sedia Teguh Sdn Bhd (ExxonMobil) ,5435/2016,4501195908,"LEL Sensor, H2S Sensor, CO Sensor, BW GasAlertMax XT II, ",RM," 43,189.42 ",30 Days,IR0213/16,SO0213/16,21-Mar-16,14-Mar-16,14-Mar-16,10835,10835,2016/749,-,rahimah,24-Feb-2016,24-Feb-2016,3568,BW,BW,USD," 2,700.00 ",30 Days,-,1-Mar-16,1-Mar-16,,,FEDEX#8088 0608 9660,3-Mar-16, 5.00 ,44.37,Pro-Increase Place Sdn Bhd #Inv:00013171 Dtd: 10/4/2016 (RM159.00),1,0,0,0,1,0,0,0 ,,
T,0213/16,24-Feb-16,Sedia Teguh Sdn Bhd (ExxonMobil) ,,,,,,,,,,,,,,2016/750,-,,,,,,,,,,,,,,,,,,,,0,0,0,0,-30299,0,0,0 ,,
L,0214/16,24-Feb-16,Semi Hermatics Engineering Sdn Bhd ,-,PO/EASB/20160224,"Quad Gas Cylinder, Calibration Gas Regulator (0.5 LPM) ",RM," 5,600.00 ",30 Days,IR0214/16,SO0214/16,24-Feb-16,24-Feb-16,24-Feb-16,10713,10713,-,-,rahimah ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30299,0,0,0 ,,
L,0215/16,24-Feb-16,Tan Chong Motor Assemblies Sdn Bhd,-,1308150008029,"Calibration charges for GasAlertMax XT II, Calibration charges for GasAlertMicroClip XL ",RM , 600.00 ,30 Days,IR0215/16,SO0215/16,25-Feb-16,25-Feb-16,25-Feb-16,10721,10721,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30299,0,0,0 ,,
L,0216/16,24-Feb-16,Specific Resources Sdn Bhd ,-,POP00016805,Calibration chargesfor Bacharach HCN Gas Detector ,RM ," 3,150.00 ",30 Days,IR0216/16,SO0216/16,26-Feb-16,26-Feb-16,26-Feb-16,10730,,-,-,shyful,,,,,,,,,,,,,,,,,,,1,0,0,0,-30299,0,0,0 ,,
T,0217/16,24-Feb-16,PEC (Malaysia) Sdn Bhd ,-,2016/LNG/22/02/2016/409,Michell - Easidew Transmitter ,RM," 9,300.00 ",COD,IR0217/16,SO0217/16,26-Feb-16,26-Feb-16,26-Feb-16,10729,10729,-,-,syairah,25-Feb-2016,25-Feb-2016,3574,Michell Instruments Ltd ,MICH ,GBP , 581.40 ,30 Days,A49665,17-Mar-16,21-Mar-16,,,FEDEX#7759 1707 3838,24-Mar-16,234.7,241.11,,1,0,0,1,2,0,0,0 ,,
L,0218/16,24-Feb-16,Millivest Sdn Bhd ,-,105304,Calibration charges for GasAlertMax XT II,RM, 300.00 ,30 Days,IR0218/16,SO0218/16,29-Feb-16,29-Feb-16,29-Feb-16,10740,10740,-,-,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30299,0,0,0 ,,
T,0219/16,24-Feb-16,MMM Supply & Services ,-,Verbal ,Pump Enclosure ,RM , 180.00 ,COD,IR0219/16,SO0219/16,25-Feb-16,25-Feb-16,25-Feb-16,10719,10719,-,-,hafiz,,,,,,,,,,,,,,,,,,,1,0,0,0,-30299,0,0,0 ,,
L,0220/16,24-Feb-16,Felda Vegetable Oil Products Sdn Bhd ,-,Verbal ,Calibration charges for GasAlertMicro 5 ,RM , 450.00 ,COD,IR0220/16,SO0220/16,25-Feb-16,25-Feb-16,25-Feb-16,10720,,-,-,hafiz,,,,,,,,,,,,,,,,,,,1,0,0,0,-30299,0,0,0 ,,
L,0221/16,24-Feb-16,Karex Industries Sdn Bhd ,-,00005963,Calibration charges for GasAlertMicro 5 ,RM , 450.00 ,COD,IR0221/16,SO0221/16,25-Feb-16,25-Feb-16,25-Feb-16,10722,10722,-,-,zaid ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30299,0,0,0 ,,
L,0222/16,24-Feb-16,Gamuda Water Sdn Bhd ,-,PO106194,"Calibration charges for GasAlertAlertMax XT II, Replacement Oxygen Sensor ",RM," 1,160.00 ",COD,IR0222/16,SO0222/16,13-May-16,13-May-16,13-May-16,11103,,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30299,0,0,0 ,,
L,0223/16,25-Feb-16,USS Safety Supply Sdn Bhd ,-,Verbal ,Calibration charges for G14,RM, 300.00 ,COD,IR0223/16,SO0223/16 ,25-Feb-16,25-Feb-16,25-Feb-16,10718,10718,-,-,zaid ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30300,0,0,0 ,,
L,0224/16,25-Feb-16,Jaks Sdn Bhd ,-,Verbal ,Calibration charges for GasAlertMax XT II ,RM, 300.00 ,COD,IR0224/16,SO0224/16 ,25-Feb-16,25-Feb-16,25-Feb-16,10717,10717,-,-,zaid ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30300,0,0,0 ,,
T,0225/16,25-Feb-16,Sedia Teguh Sdn Bhd (ExxonMobil) ,5417/2016,4501196208,Gas Cylinder ,RM," 31,151.65 ",30 Days,IR0225/16,SO0225/16,22-Mar-16,16-Mar-16,16-Mar-16,10850,-,2016/758,-,rahimah,25-Feb-2016,25-Feb-2016,3572,BW,BW,USD," 3,500.00 ",30 Days,OC1079992,9-Mar-16,8-Mar-16,,,FEDEX#6595 0676 3221,11-Mar-16,985.38,,,1,0,0,0,1,0,0,0 ,,
T,0226/16,25-Feb-16,Exact Oil & Gas Sdn Bhd (ExxonMobil) ,PO 010/16,4501196215,General Monitor - Sensor ,RM," 26,191.36 ",30 Days,IR0226/16,SO0226/16,15-Apr-16,16-Mar-16,16-Mar-16,10845,-,020/16,-,firdaus,25-Feb-2016,25-Feb-2016,3573,General Monitors,GM,USD," 2,778.65 ",30 Days,400481761,10-Mar-16,10-Mar-16,,,FEDEX#6590 9556 4128,15-Mar-16, 5.00 ,630.58,Pro-Increase Place Sdn Bhd #Inv:00013173 Dtd: 10/4/2016 (RM159.00),1,0,0,0,1,0,0,0 ,,
T,0227/16,25-Feb-16,Exact Oil & Gas Sdn Bhd (Sense Services Sdn Bhd) ,PO 011/16,PO046/16,Michell - Easidew Pro XP ,RM," 20,300.00 ",30 Days,IR0227/16,SO0227/16,25-Apr-16,25-Apr-16,25-Apr-16,11022,,,-,fazillah,26-Feb-2016,26-Feb-2016,3575,Michell Instruments Ltd ,MICH ,GBP ," 1,192.80 ",30 Days,-,4-Apr-16,4-Apr-16,,,FEDEX#7760 2506 9412,8-Apr-16, 5.00 ,1352.24,"Inv#11022 Dtd: 25/4/2016 (Partial -RM11,020.00)",1,0,0,0,2,0,0,0 ,,
T,0227/16,25-Feb-16,Exact Oil & Gas Sdn Bhd (Sense Services Sdn Bhd) ,,,,,,,,,7-Jun-16,7-Jun-16,7-Jun-16,11199,,,,fazillah,25-Apr-2016,25-Apr-2016,3575-A,Michell Instruments Ltd ,MICH ,GBP, 894.00 ,30 Days,-,27-May-16,27-May-16,,,FEDEX#7763 8840 9465,1-Jun-16,-,,"Inv#11199 Dtd: 6/6/2016 (Complete - RM8,265.00)",0,0,0,0,43,0,0,0 ,,
L,0228/16,25-Feb-16,Gusteam Corporation Sdn Bhd ,-,Verbal ,Calibration charges for BW GasAlertMicroClip XT,RM, 300.00 ,COD,IR0228/16,SO0228/16,25-Feb-16,25-Feb-16,25-Feb-16,10724,10724,-,-,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30300,0,0,0 ,,
L,0229/16,25-Feb-16,Sime Darby Plantation Sdn Bhd ,-,4300318998,"Calibration charges for Gas Tester, Replacement Oxygen Sensor ",RM , 940.00 ,30 Days,IR0229/16,SO0229/16,26-Feb-16,26-Feb-16,26-Feb-16,10737,10737,-,-,zaid ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30300,0,0,0 ,,
L,0230/16,25-Feb-16,American Bureau of Shipping ,-,ABS021,"Calibration charges for GasAlertMicroClip XT, Max XT II ",RM, 900.00 ,30 Days,IR0230/16,SO0230/16,26-Feb-16,26-Feb-16,26-Feb-16,10736,10736,-,-,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30300,0,0,0 ,,
L,0231/16,26-Feb-16,American Bureau of Shipping ,-,ABS044,"Calibration charge for GasAlertMicroClip XT, Replacement Flex PCB ",RM, 840.00 ,30 Days,IR0231/16,SO0231/16,26-Feb-16,26-Feb-16,26-Feb-16,10735,10735,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30301,0,0,0 ,,
L,0232/16,26-Feb-16,Ban Foong Lim Electrical Works Sdn Bhd ,-,0814,"Calibration charges for GasAlertMax XT II, Replacement Oxygen Sensor ",RM ," 1,200.00 ",COD,IR0232/16,SO0232/16,29-Feb-16,29-Feb-16,29-Feb-16,10751,10751,-,-,zaid ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30301,0,0,0 ,,
L,0233/16,29-Feb-16,Sedia Teguh Sdn Bhd (Petronas Chemicals Ammonia Sdn Bhd) ,5423/2016,4120137624,"Calibration charges for GasAlertMicro5, Sensor, Replacement Front Enclosure, Replacement Back Enclosure, Replacement Battery Latch, Replacement Main PCB, Replacement Auxilliaty Pump Filter Clip, Replacement Nozzle Pump",RM ," 10,881.00 ",30 Days,IR0233/16,SO0233/16,4-Mar-16,4-Mar-16,4-Mar-16,10786,-,2016/716,-,hafiz ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30302,0,0,0 ,,
L,0234/16,29-Feb-16,Aurum Paradise,-,Verbal ,Calibration charges for GasAlertExtreme NH3,RM," 1,500.00 ",COD,IR0234/16,SO0234/16 ,1-Mar-16,1-Mar-16,1-Mar-16,10755,10755,-,-,zaid ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30302,0,0,0 ,,
T,0235/16,29-Feb-16,Sedia Teguh Sdn Bhd (EQ Petroleum Production Malaysia Ltd) ,5425/2016,P201137,Gas Cylinder ,RM," 56,072.97 ",30 Days ,IR0235/16,SO0235/16 ,16-Mar-16,31-Mar-16,31-Mar-16,10912,-,2016/789,-,rahimah ,1-Mar-2016,1-Mar-2016,3576,BW ,BW ,USD," 6,300.00 ",30 Days,OC1080390,22-Mar-16,22-Mar-16,,,FEDEX#6595 0676 5316,28-Mar-16,1729.03,,,1,1,0,0,2,0,0,0 ,,
T,0236/16,29-Feb-16,Mach3 Engineering Sdn Bhd ,-,2016-018,BW GasAlertMicroClip XT ,RM ," 2,700.00 ",COD,IR0236/16,SO0236/16,3-Mar-16,3-Mar-16,3-Mar-16,10774,10774,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30302,0,0,0 ,,
T,0237/16,1-Mar-16,Piasau Slipways Sdn Bhd ,-,58562,Oxygen Sensor ,RM," 1,800.00 ",COD,IR0237/16,SO0237/16,1-Mar-16,1-Mar-16,1-Mar-16,10754,10754,-,-,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30303,0,0,0 ,,
L,0238/16,1-Mar-16,Millivest Sdn Bhd ,-,20546,Calibration charges for GasAlertMicroClip XL ,RM, 300.00 ,30 Days,IR0238/16,SO0238/16,1-Mar-16,1-Mar-16,1-Mar-16,10753,10753,-,-,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30303,0,0,0 ,,
T,0239/16,1-Mar-16,Sedia Teguh Sdn Bhd (ExxonMobil) ,5431/2016,4501197416,O2 Sensor ,RM ," 9,998.06 ",30 Days,IR0239/16,SO0239/16,14-Mar-16,14-Mar-16,14-Mar-16,10837,10837,2016/755,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30303,0,0,0 ,,
